HS96;lib
680293;Monumental Or Building Stone (Except Slate), N.E.S. And Articles Thereof, Molded, Turned, Polished, Decorated, Carved Or Otherwise Worked
680299;Monumental Or Building Stone (Except Slate), N.E.S. And Articles Thereof, Molded, Turned, Polished, Decorated, Carved Or Otherwise Worked
680300;Slate, Worked, And Articles Of Slate Or Agglomerated Slate
680410;Millstones And Grindstones For Milling, Grinding Or Pulping
680421;Millstones And Grindstones, N.E.S., Grinding Wheels And The Like
680422;Millstones And Grindstones, N.E.S., Grinding Wheels And The Like
680423;Millstones And Grindstones, N.E.S., Grinding Wheels And The Like
680430;Hand Sharpening Or Polishing Stones
680510;Natural Or Artificial Abrasives On A Base Of Woven Textiles
680520;Natural Or Artificial Abrasives On A Base Of Paper Or Paperboard
680530;Natural Or Artificial Abrasives On A Base Of Materials, N.E.S. (Other Than Woven Textiles, Paper Or Paperboard)
680610;Mineral Wools (Slag, Rock, Etc.), In Bulk, Sheets Or Rolls
680620;Expanded Mineral Materials, Including Exfoliated Vermiculite, Expanded Clays And Foamed Slag
680690;Insulating (Sound Or Heat) Mineral Materials, N.E.S. (Excluding Asbestos, Asbestos Cement, Cellulose Fiber Cement And Ceramic Goods)
680710;Articles Of Asphalt Or Similar Material, Including Plates, Bricks, Building Boards And Tiles
680790;Articles Of Asphalt Or Similar Material, Including Plates, Bricks, Building Boards And Tiles
680800;Articles (Panels, Boards, Tiles, Blocks, Etc.) Of Vegetable Fiber, Or Shavings, Sawdust, Etc., Agglomerated With Cement Or Other Mineral Binders
680911;Articles Of Plaster Or Of Compositions Based On Plaster
680919;Articles Of Plaster Or Of Compositions Based On Plaster
680990;Articles Of Plaster Or Of Compositions Based On Plaster
681011;Building Blocks And Bricks, Tiles, Flagstones And Similar Articles Of Cement, Concrete Or Artificial Stone
681019;Building Blocks And Bricks, Tiles, Flagstones And Similar Articles Of Cement, Concrete Or Artificial Stone
681091;Prefabricated Structural Components For Building Or Civil Engineering, Of Cement, Concrete Or Artificial Stone
681099;Articles Of Cement, Concrete Or Artificial Stone, N.E.S., Reinforced Or Not
681110;Articles (Sheets, Tiles, Panels, Tubes, Etc.) Of Asbestos
681120;Articles (Sheets, Tiles, Panels, Tubes, Etc.) Of Asbestos
681130;Articles (Sheets, Tiles, Panels, Tubes, Etc.) Of Asbestos
681190;Articles (Sheets, Tiles, Panels, Tubes, Etc.) Of Asbestos
681210;Fabricated Asbestos And Asbestos Mixtures (Including Thread, Woven Fabric, Clothing, Etc.), N.E.S. (Not Asbestos
681220;Fabricated Asbestos And Asbestos Mixtures (Including Thread, Woven Fabric, Clothing, Etc.), N.E.S. (Not Asbestos
681230;Fabricated Asbestos And Asbestos Mixtures (Including Thread, Woven Fabric, Clothing, Etc.), N.E.S. (Not Asbestos
681240;Fabricated Asbestos And Asbestos Mixtures (Including Thread, Woven Fabric, Clothing, Etc.), N.E.S. (Not Asbestos
681250;Fabricated Asbestos And Asbestos Mixtures (Including Thread, Woven Fabric, Clothing, Etc.), N.E.S. (Not Asbestos
681260;Fabricated Asbestos And Asbestos Mixtures (Including Thread, Woven Fabric, Clothing, Etc.), N.E.S. (Not Asbestos
681270;Fabricated Asbestos And Asbestos Mixtures (Including Thread, Woven Fabric, Clothing, Etc.), N.E.S. (Not Asbestos
681290;Fabricated Asbestos And Asbestos Mixtures (Including Thread, Woven Fabric, Clothing, Etc.), N.E.S. (Not Asbestos
681310;Friction Material And Articles Thereof (Sheets, Rolls, Washers Etc.), For Brakes, Etc., With A Basis Of Asbestos, Other Minerals, Or Of Cellulose
681390;Friction Material And Articles Thereof (Sheets, Rolls, Washers Etc.), For Brakes, Etc., With A Basis Of Asbestos, Other Minerals, Or Of Cellulose
681410;Mica, Worked, And Articles Of Mica, Including Agglomerated Or Reconstituted Mica, Whether Or Not On A Support Of Paper, Paperboard Or Other Materia
681490;Mica, Worked, And Articles Of Mica, Including Agglomerated Or Reconstituted Mica, Whether Or Not On A Support Of Paper, Paperboard Or Other Materia
681510;Nonelectrical Articles Of Graphite Or Other Carbon
681520;Articles Of Peat
681591;Articles Of Mineral Substances, N.E.S., Containing Magnesite, Dolomite Or Chromite
681599;Articles Of Stone Or Other Mineral Substances, N.E.S.
690100;Bricks, Blocks, Tiles, And Other Ceramic Goods, Of Siliceous Fossil Meals Or Of Similar Siliceous Earths
690210;Refractory Bricks, Blocks, Tiles And Similar Refractory Ceramic Constructional Goods (Other Than Siliceous Materials)
690220;Refractory Bricks, Blocks, Tiles And Similar Refractory Ceramic Constructional Goods (Other Than Siliceous Materials)
690290;Refractory Bricks, Blocks, Tiles And Similar Refractory Ceramic Constructional Goods (Other Than Siliceous Materials)
690310;Refractory Ceramic Goods (Retorts, Crucibles, Muffles, Nozzles, Plugs, Etc.), N.E.S.
690320;Refractory Ceramic Goods (Retorts, Crucibles, Muffles, Nozzles, Plugs, Etc.), N.E.S.
690390;Refractory Ceramic Goods (Retorts, Crucibles, Muffles, Nozzles, Plugs, Etc.), N.E.S.
690410;Ceramic Building Bricks, Flooring Blocks, Support Or Filler Tiles And The Like
690490;Ceramic Building Bricks, Flooring Blocks, Support Or Filler Tiles And The Like
690510;Ceramic Roofing Tiles, Chimney Pots, Cowls, Chimney Liners, Architectural Ornaments And Other Ceramic Constructional Goods
690590;Ceramic Roofing Tiles, Chimney Pots, Cowls, Chimney Liners, Architectural Ornaments And Other Ceramic Constructional Goods
690600;Ceramic Pipes, Conduits, Guttering And Pipe Fittings
690710;"Unglazed Ceramic Flags And Paving, Hearth Or Wall Tiles; Unglazed Ceramic Mosaic Cubes And The Like"
690790;"Unglazed Ceramic Flags And Paving, Hearth Or Wall Tiles; Unglazed Ceramic Mosaic Cubes And The Like"
690810;"Glazed Ceramic Flags And Paving, Hearth Or Wall Tiles; Glazed Ceramic Mosaic Cubes And The Like"
690890;"Glazed Ceramic Flags And Paving, Hearth Or Wall Tiles; Glazed Ceramic Mosaic Cubes And The Like"
690911;"Ceramic Wares (Laboratory, Chemical Etc.) For Technical Use; Ceramic Receptacles Used In Agriculture; Ceramic Containers For Transport Or Packing"
690912;"Ceramic Wares (Laboratory, Chemical Etc.) For Technical Use; Ceramic Receptacles Used In Agriculture; Ceramic Containers For Transport Or Packing"
690919;"Ceramic Wares (Laboratory, Chemical Etc.) For Technical Use; Ceramic Receptacles Used In Agriculture; Ceramic Containers For Transport Or Packing"
690990;"Ceramic Wares (Laboratory, Chemical Etc.) For Technical Use; Ceramic Receptacles Used In Agriculture; Ceramic Containers For Transport Or Packing"
691010;Ceramic Sinks, Wash Basins And Pedestals, Baths, Bidets, Water Closet Pans, Flushing Cisterns, Urinals And Similar Fixtures Of Porcelain Or China
691090;Ceramic Sinks, Wash Basins Or Pedestals, Baths, Bidets, Water Closet Pans, Flushing Cisterns, Urinals And Similar Fixtures, Not Of Porcelain Or Chin
691110;Porcelain Or China Tableware And Kitchenware
691190;Porcelain Or China Household Or Toilet Articles, Other Than Tableware And Kitchware
691200;Ceramic Tableware, Kitchenware, Other Household And Toilet Articles, Except Of Porcelain Or China
691310;Porcelain Or China Statuettes And Other Ornamental Articles
691390;Ceramic Statuettes And Other Ornaments, Except Of Porcelain Or China
691410;Ceramic Articles, N.E.S.
691490;Ceramic Articles, N.E.S.
700100;"Glass In The Mass; Glass Cullet And Other Waste And Scrap"
700210;Glass In Balls (Other Than Microspheres Not Over 1 Mm In Diameter), Rods Or Tubes, Unworked
700220;Glass In Balls (Other Than Microspheres Not Over 1 Mm In Diameter), Rods Or Tubes, Unworked
700231;Glass In Balls (Other Than Microspheres Not Over 1 Mm In Diameter), Rods Or Tubes, Unworked
700232;Glass In Balls (Other Than Microspheres Not Over 1 Mm In Diameter), Rods Or Tubes, Unworked
700239;Glass In Balls (Other Than Microspheres Not Over 1 Mm In Diameter), Rods Or Tubes, Unworked
700312;Nonwired Glass Sheets, Cast And Rolled
700319;Nonwired Glass Sheets, Cast And Rolled
700320;Wired Glass Sheets, Cast And Rolled
700330;Profiles, Cast Glass And Rolled Glass
700420;Glass, Colored Throughout The Mass (Body Tinted), Opacified, Flashed Or Having An Absorbent Or Reflecting Layer
700490;Drawn Glass And Blown Glass, N.E.S., In Sheets
700510;Nonwired Glass Sheets, Of Float Glass And Surface Ground Or Polished Glass
700521;Nonwired Glass Sheets, Of Float Glass And Surface Ground Or Polished Glass
700529;Nonwired Glass Sheets, Of Float Glass And Surface Ground Or Polished Glass
700530;Wired Glass Sheets, Of Float Glass And Surface Ground Or Polished Glass
700600;Glass (Other Than Safety And Mirrors), Bent, Edge
700711;Safety Glass, Toughened (Tempered)
700719;Safety Glass, Toughened (Tempered)
700721;Safety Glass, Laminated
700729;Safety Glass, Laminated
700800;Glass Multiple Walled Insulating Units
700910;Rear
700991;Glass Mirrors, N.E.S., Framed Or Not
700992;Glass Mirrors, N.E.S., Framed Or Not
701010;Glass Ampoules
701020;"Glass Containers Used To Convey Or Pack Goods (Carboys, Bottles, Jars, Etc.); Glass Stoppers, Lids And Other Closures"
701091;"Glass Containers Used To Convey Or Pack Goods (Carboys, Bottles, Jars, Etc.); Glass Stoppers, Lids And Other Closures"
701092;"Glass Containers Used To Convey Or Pack Goods (Carboys, Bottles, Jars, Etc.); Glass Stoppers, Lids And Other Closures"
701093;"Glass Containers Used To Convey Or Pack Goods (Carboys, Bottles, Jars, Etc.); Glass Stoppers, Lids And Other Closures"
701094;"Glass Containers Used To Convey Or Pack Goods (Carboys, Bottles, Jars, Etc.); Glass Stoppers, Lids And Other Closures"
701110;Glass Envelopes (Including Bulbs And Tubes), Open, And Glass Parts Thereof For Electric Lamps, Cathode
701120;Glass Envelopes (Including Bulbs And Tubes), Open, And Glass Parts Thereof For Electric Lamps, Cathode
701190;Glass Envelopes (Including Bulbs And Tubes), Open, And Glass Parts Thereof For Electric Lamps, Cathode
701200;Glass Inners For Vacuum Flasks Or Other Vacuum Vessels
701310;Glassware Of Glass
701321;Drinking Glasses Other Than Of Glass
701329;Drinking Glasses Other Than Of Glass
701331;Glassware For The Table Or Kitchen Other Than Drinking Glasses And Glass
701332;Glassware For The Table Or Kitchen Other Than Drinking Glasses And Glass
701339;Glassware For The Table Or Kitchen Other Than Drinking Glasses And Glass
701391;Glassware For Household, Etc. Use, N.E.S.
701399;Glassware For Household, Etc. Use, N.E.S.
701400;Signalling Glassware And Optical Elements Of Glass (Other Than Elements For Spectacles) Not Optically Worked
701510;"Clock And Watch Glasses And Similar Glasses; Glass For Spectacles Not Optically Worked; Hollow Glass Spheres And Segments For Sphere Manufacture"
701590;"Clock And Watch Glasses And Similar Glasses; Glass For Spectacles Not Optically Worked; Hollow Glass Spheres And Segments For Sphere Manufacture"
701610;Glass Cubes And Other Glass Smallwares For Mosaics Or Similar Decorative Purposes
701690;"Articles Of Pressed Or Molded Glass For Building Or Construction Use (Paving Blocks, Bricks, Etc.); Leaded Lights; Multicellular Glass Blocks, Etc."
701710;Glassware For Laboratory, Hygienic Or Pharmaceutical Use
701720;Glassware For Laboratory, Hygienic Or Pharmaceutical Use
701790;Glassware For Laboratory, Hygienic Or Pharmaceutical Use
701810;"Glass Beads, Imitation Pearls And Precious Stones; Glass Eyes (Not Prosthetic); Ornaments, Etc. Of Lamp"
701820;"Glass Beads, Imitation Pearls And Precious Stones; Glass Eyes (Not Prosthetic); Ornaments, Etc. Of Lamp"
701890;"Glass Beads, Imitation Pearls And Precious Stones; Glass Eyes (Not Prosthetic); Ornaments, Etc. Of Lamp"
701911;Glass Fiber Slivers, Rovings, Yarn And Chopped Strands
701912;Glass Fiber Slivers, Rovings, Yarn And Chopped Strands
701919;Glass Fiber Slivers, Rovings, Yarn And Chopped Strands
701931;Glass Fibers (Including Glass Wool) And Articles Thereof, N.E.S.
701932;Glass Fibers (Including Glass Wool) And Articles Thereof, N.E.S.
701939;Glass Fibers (Including Glass Wool) And Articles Thereof, N.E.S.
701940;Woven Fabrics Of Glass Fiber (Including Narrow Fabrics)
701951;Woven Fabrics Of Glass Fiber (Including Narrow Fabrics)
701952;Woven Fabrics Of Glass Fiber (Including Narrow Fabrics)
701959;Woven Fabrics Of Glass Fiber (Including Narrow Fabrics)
701990;Glass Fibers (Including Glass Wool) And Articles Thereof, N.E.S.
702000;Articles Of Glass, N.E.S.
710110;"Natural Pearls, Not Strung, Mounted Or Set; Ungraded Natural Pearls Temporarily Strung For Transport"
710121;Cultured Pearls, Unworked
710122;"Cultured Pearls, Worked, But Not Strung, Mounted Or Set; Ungraded Cultured Pearls Temporarily Strung For Transport"
710210;Diamonds, Rough, Unsorted
710221;Industrial Diamonds, Unworked Or Simply Sawn, Cleaved Or Bruted
710229;Industrial Diamonds, Worked (Other Than Simply Sawn, Cleaved Or Bruted), N.E.S.
710231;Diamonds, Sorted (Other Than Industrial Diamonds), Unworked Or Simply Sawn, Cleaved Or Bruted
710239;Diamonds (Other Than Industrial Diamonds), Otherwise Worked, But Not Mounted Or Set
710310;Precious And Semiprecious Stones (No Diamonds), Unworked Or Simply Sawn Or Roughly Shaped
710391;Precious And Semiprecious Stones (No Diamonds) Worked, But Not Strung, Mounted Or Set (Including Ungraded Stones Temporarily Strung For Transport)
710399;Precious And Semiprecious Stones (No Diamonds) Worked, But Not Strung, Mounted Or Set (Including Ungraded Stones Temporarily Strung For Transport)
710410;Piezo
710420;Synthetic Or Reconstructed Precious Or Semiprecious Stones Other Than Piezo
710490;Synthetic Or Reconstructed Precious Or Semiprecious Stones, N.E.S., Not Strung, Mounted, Or Set (Including Ungraded Stones Strung Only For Transpor
710510;Dust And Powder Of Natural Or Synthetic Precious Or Semiprecious Stones
710590;Dust And Powder Of Natural Or Synthetic Precious Or Semiprecious Stones
710610;Silver (Including Gold And Platinum Plated Silver), In Semimanufactured Or Powdered Form
710691;Silver (Including Gold And Platinum Plated Silver), Unwrought
710692;Silver (Including Gold And Platinum Plated Silver), In Semimanufactured Or Powdered Form
710700;Silver Clad Base Metals, Not Further Worked Than Semimanufactured
710811;Gold (Including Gold Plated With Platinum), Nonmonetary, Unwrought Or In Semimanufactured Forms Or In Powder Form
710812;Gold (Including Gold Plated With Platinum), Nonmonetary, Unwrought Or In Semimanufactured Forms Or In Powder Form
710813;Gold (Including Gold Plated With Platinum), Nonmonetary, Unwrought Or In Semimanufactured Forms Or In Powder Form
710820;Gold (Including Gold Plated With Platinum), Nonmonetary, Unwrought Or In Semimanufactured Forms Or In Powder Form
710900;Base Metals Or Silver, Clad With Gold, Not Further Worked Than Semimanufactured
711011;Platinum And Platinum Alloys, Unwrought Or In Powder Form
711019;Platinum And Other Platinum Group Metals And Alloys Thereof, In Semimanufactured Forms, N.E.S.
711021;Platinum Group (Except Platinum) Metals And Alloys, Unwrought Or In Powder Form
711029;Platinum And Other Platinum Group Metals And Alloys Thereof, In Semimanufactured Forms, N.E.S.
711031;Platinum Group (Except Platinum) Metals And Alloys, Unwrought Or In Powder Form
711039;Platinum And Other Platinum Group Metals And Alloys Thereof, In Semimanufactured Forms, N.E.S.
711041;Platinum Group (Except Platinum) Metals And Alloys, Unwrought Or In Powder Form
711049;Platinum And Other Platinum Group Metals And Alloys Thereof, In Semimanufactured Forms, N.E.S.
711100;Platinum (Including Other Platinum Group Metals) Plated Base Metal, Silver Or Gold, Not Further Worked Than Semimanufactured
711210;3933 Waste And Scrap (Including Metal Clad With Gold But Excluding Sweepings Containing Other Precious Metals)
711220;"3933te And Scrap Of Platinum, Including Metal Clad With Platinum, But Excluding Sweepings Containing Other Precious Metals"""
711290;"3933te And Scrap Of Precious Metals N.E.S., Or Of  Metals Clad With Precious Metal Other Than Gold Or Platinum"""
711311;Articles Of Jewelry And Parts Thereof, Of Precious Metal Or Metals Clad With Precious Metals (Except Watches And Watch Cases)
711319;Articles Of Jewelry And Parts Thereof, Of Precious Metal Or Metals Clad With Precious Metals (Except Watches And Watch Cases)
711320;Articles Of Jewelry And Parts Thereof, Of Precious Metal Or Metals Clad With Precious Metals (Except Watches And Watch Cases)
711411;Articles Of Goldsmiths Or Silversmiths Wares And Parts Thereof, Of Precious Metal Or Clad With Precious Metal (Except Jewelry, Watch Cases, Etc.)
711419;Articles Of Goldsmiths Or Silversmiths Wares And Parts Thereof, Of Precious Metal Or Clad With Precious Metal (Except Jewelry, Watch Cases, Etc.)
711420;Articles Of Goldsmiths Or Silversmiths Wares And Parts Thereof, Of Precious Metal Or Clad With Precious Metal (Except Jewelry, Watch Cases, Etc.)
711510;Catalysts In The  Form Of Wire Cloth Or Grill, Of Platinum Or Of The Platinum Group Metals
711590;Articles Of Precious Metal Or Of Metal Clad With Precious Metal, N.E.S.
711610;Articles Of Natural Or Cultured Pearls, Precious Or Semiprecious Stones (Natural, Synthetic Or Reconstructed)
711620;Articles Of Natural Or Cultured Pearls, Precious Or Semiprecious Stones (Natural, Synthetic Or Reconstructed)
711711;Imitation Jewelry Of Base Metal, Whether Or Not Plated With Precious Metal
711719;Imitation Jewelry Of Base Metal, Whether Or Not Plated With Precious Metal
711790;Imitation Jewelry Of Nonprecious Materials, N.E.S.
